"Date","DayCount","TopoLocation","Drought","N","meanO2","sdO2","seO2","ciO2"
"1/13/16 0:00",NA,"3","Post-drought",5,0.1840107526,0.00974152452138549,0.00435654220685981,0.0120957002858235
"1/13/16 0:00",NA,"4","Post-drought",5,0.180548099,0.00207747114224422,0.000929073339070443,0.0025795211246319
"1/13/16 0:00",NA,"5","Post-drought",5,0.178222321,0.00906977593114485,0.00405612710454627,0.0112616142454776
"1/13/16 0:00",NA,"6","Post-drought",5,0.164055769,0.0125299725069402,0.00560357405634435,0.0155580157603506
"1/13/16 0:00",NA,"7","Post-drought",5,0.047311113,0.0792810011009286,0.0354555415571824,0.0984403648085761
"1/14/16 0:00",NA,"1","Post-drought",5,0.182189048,0.00773304832952568,0.00345832434762212,0.0096018477071418
"1/14/16 0:00",NA,"2","Post-drought",5,0.1874914342,0.00731787707450424,0.00327265411791575,0.00908634450669259
"1/14/16 0:00",NA,"3","Post-drought",5,0.1848270246,0.00951811310494839,0.00425662958403924,0.0118182983732459
"1/14/16 0:00",NA,"4","Post-drought",5,0.1819865988,0.00257289169674876,0.001150632146535,0.00319466699113033
"1/14/16 0:00",NA,"5","Post-drought",5,0.1791295066,0.0085978754014572,0.00384508677194632,0.0106756723470311
"1/14/16 0:00",NA,"6","Post-drought",5,0.1662174824,0.0113079738757089,0.00505707965477536,0.0140407040540964
"1/14/16 0:00",NA,"7","Post-drought",5,0.0455854532,0.0780067169477971,0.0348856643593718,0.0968581320521511
"1/15/15 18:59",58,"1","Pre-drought",5,0.1825884164,0.0104459004164082,0.0046715486834564,0.0129702984758757
"1/15/15 18:59",58,"2","Pre-drought",5,0.18509372,0.00721017320706393,0.00322448748410852,0.00895261249202465
"1/15/15 18:59",58,"3","Pre-drought",5,0.1723155306,0.0117291209767089,0.00524542236404798,0.014563627247356
"1/15/15 18:59",58,"4","Pre-drought",5,0.1637485296,0.00918224033562459,0.00410642271523941,0.0114012572475995
"1/15/15 18:59",58,"5","Pre-drought",5,0.157511743,0.0233774233195619,0.0104547015362658,0.0290269049066691
"1/15/15 18:59",58,"6","Pre-drought",5,0.1183427408,0.0182101893913302,0.00814384427243195,0.0226109365676868
"1/15/15 18:59",58,"7","Pre-drought",5,0.0386724822,0.0110619090432293,0.00494703611631608,0.0137351742103825
"1/15/16 0:00",NA,"1","Post-drought",5,0.182268787,0.00762325293777243,0.00340922235570683,0.00946551872203311
"1/15/16 0:00",NA,"2","Post-drought",5,0.1875684168,0.00725848748253647,0.00324609428495657,0.00901260258847821
"1/15/16 0:00",NA,"3","Post-drought",5,0.1848580476,0.00948949704244952,0.00424383209184007,0.0117827668386707
"1/15/16 0:00",NA,"4","Post-drought",5,0.1821308424,0.00267608051516249,0.0011967795890332,0.00332279283197185
"1/15/16 0:00",NA,"5","Post-drought",5,0.1789186582,0.00832081283086104,0.00372118062357155,0.0103316537278721
"1/15/16 0:00",NA,"6","Post-drought",5,0.1666194526,0.0117466777078273,0.00525327397289664,0.0145854268083118
"1/15/16 0:00",NA,"7","Post-drought",5,0.0432598704,0.0765864018550403,0.0342504801399972,0.0950945779353696
"1/16/15 23:00",59,"1","Pre-drought",5,0.1862773336,0.009108915646841,0.00407363091752959,0.0113102126213574
"1/16/15 23:00",59,"2","Pre-drought",5,0.1835458838,0.00662199919482196,0.00296144806931416,0.00822229799634474
"1/16/15 23:00",59,"3","Pre-drought",5,0.1732772752,0.0104696214790134,0.00468215706515315,0.0129997520653117
"1/16/15 23:00",59,"4","Pre-drought",5,0.1651552258,0.0085541365324671,0.00382552615508215,0.010621363368084
"1/16/15 23:00",59,"5","Pre-drought",5,0.153876927,0.0197417028360484,0.00882875790660091,0.0245125616747584
"1/16/15 23:00",59,"6","Pre-drought",5,0.125454539,0.0143882856722205,0.00643463696855426,0.0178654163150673
"1/16/15 23:00",59,"7","Pre-drought",5,0.0441094864,0.0102950521507814,0.00460408728821052,0.0127829956152555
"1/16/16 0:00",NA,"1","Post-drought",5,0.18317687,0.00749099538328379,0.00335007497923193,0.00930129927813408
"1/16/16 0:00",NA,"2","Post-drought",5,0.1882858584,0.00706199803045748,0.00315822153061451,0.00876862870980494
"1/16/16 0:00",NA,"3","Post-drought",5,0.1845332112,0.00956489935006839,0.0042775530289393,0.0118763911694225
"1/16/16 0:00",NA,"4","Post-drought",5,0.1818298664,0.00308640674187011,0.00138028305620704,0.00383228013519349
"1/16/16 0:00",NA,"5","Post-drought",5,0.1792761908,0.00805423370224497,0.00360196281297791,0.010000652021197
"1/16/16 0:00",NA,"6","Post-drought",5,0.1669085348,0.0125822414408893,0.00562694943422867,0.0156229162138597
"1/16/16 0:00",NA,"7","Post-drought",5,0.0436897194,0.0771532637427839,0.034503988482967,0.0957984299333346
"1/17/16 0:00",NA,"1","Post-drought",5,0.1834629708,0.00739873845391204,0.0033088164261378,0.00918674717034835
"1/17/16 0:00",NA,"2","Post-drought",5,0.1876766302,0.00765219902743291,0.00342216744053955,0.0095014600394533
"1/17/16 0:00",NA,"3","Post-drought",5,0.184443944,0.00934332709852425,0.00417846290566322,0.0116012728816792
"1/17/16 0:00",NA,"4","Post-drought",5,0.1818968958,0.00333840858056031,0.00149298170456029,0.00414518174577627
"1/17/16 0:00",NA,"5","Post-drought",5,0.179549076,0.007657246005205,0.00342442451761542,0.00950772669005264
"1/17/16 0:00",NA,"6","Post-drought",5,0.1676431928,0.0123576054142358,0.00552648914907015,0.0153439937468645
"1/17/16 0:00",NA,"7","Post-drought",5,0.0481835108,0.0817664246753592,0.0365670567702439,0.101526425781233
"1/18/15 23:00",60,"1","Pre-drought",5,0.1817052242,0.0115790992210869,0.00517833059531302,0.0143773506344528
"1/18/15 23:00",60,"2","Pre-drought",5,0.1800711098,0.00581806343515544,0.0026019170676827,0.00722407990669823
"1/18/15 23:00",60,"3","Pre-drought",5,0.1687019294,0.00932233178559361,0.00416907351627886,0.0115752037574822
"1/18/15 23:00",60,"4","Pre-drought",5,0.1642161632,0.00943166905170443,0.00421797062817842,0.011710963904474
"1/18/15 23:00",60,"5","Pre-drought",5,0.1541559296,0.023876638648435,0.0106779574184199,0.0296467626078823
"1/18/15 23:00",60,"6","Pre-drought",5,0.1215316688,0.0187146263393431,0.00836943533365583,0.0232372777653982
"1/18/15 23:00",60,"7","Pre-drought",5,0.0392570362,0.00933843514631663,0.00417627515812744,0.0115951987207421
"1/18/16 0:00",NA,"1","Post-drought",5,0.1832190506,0.00729226517269526,0.00326120012722017,0.00905454313029086
"1/18/16 0:00",NA,"2","Post-drought",5,0.187979154,0.00774481495358743,0.00346358654187568,0.00961645790061967
"1/18/16 0:00",NA,"3","Post-drought",5,0.1844932558,0.00919579596523798,0.00411248497709809,0.0114180887848634
"1/18/16 0:00",NA,"4","Post-drought",5,0.1822124638,0.00360732970712294,0.00161324688847626,0.00447909142698548
"1/18/16 0:00",NA,"5","Post-drought",5,0.1796287842,0.00754079967067662,0.00337234813366819,0.00936313946874596
"1/18/16 0:00",NA,"6","Post-drought",5,0.1688434072,0.0122145664232175,0.00546252016760015,0.0151663873813777
"1/18/16 0:00",NA,"7","Post-drought",5,0.0488172716,0.0818908852744934,0.0366227172422808,0.101680964026373
"1/19/15 23:00",61,"1","Pre-drought",5,0.1847111132,0.00998443701238583,0.00446517597535193,0.0123973159806126
"1/19/15 23:00",61,"2","Pre-drought",5,0.1801569702,0.00526083603990457,0.00235271740074148,0.00653219071120236
"1/19/15 23:00",61,"3","Pre-drought",5,0.1747324156,0.00766949276313559,0.00342990143426278,0.00952293304846978
"1/19/15 23:00",61,"4","Pre-drought",5,0.1687390702,0.00986062187367362,0.00440980416199111,0.0122435791804411
"1/19/15 23:00",61,"5","Pre-drought",5,0.164935349,0.0181577774707283,0.00812040494897253,0.0225458585727987
"1/19/15 23:00",61,"6","Pre-drought",5,0.1291302682,0.0130544208694487,0.00583811449419583,0.0162092044109943
"1/19/15 23:00",61,"7","Pre-drought",5,0.0446230614,0.00969944484656799,0.00433772360418721,0.0120434514685465
"1/19/16 0:00",NA,"1","Post-drought",5,0.1836203416,0.0072047508067838,0.003222062512983,0.00894587969281297
"1/19/16 0:00",NA,"2","Post-drought",5,0.1882376536,0.00773186840173505,0.00345779666787244,0.00960038263328369
"1/19/16 0:00",NA,"3","Post-drought",5,0.1845768092,0.00929973748591775,0.00415896903828302,0.0115471492290101
"1/19/16 0:00",NA,"4","Post-drought",5,0.1822954274,0.00374457224804901,0.00167462361865936,0.00464950054907539
"1/19/16 0:00",NA,"5","Post-drought",5,0.1797527414,0.00804106962289811,0.00359607565772176,0.0099843066578025
"1/19/16 0:00",NA,"6","Post-drought",5,0.168819061,0.0121019973971141,0.00541217776869452,0.0150266144743522
"1/19/16 0:00",NA,"7","Post-drought",5,0.0494755152,0.0823439889688206,0.0368253513745551,0.102243566571072
"1/2/15 23:00",50,"1","Pre-drought",5,0.1888886672,0.00764599859009536,0.00341939452066415,0.00949376117963814
"1/2/15 23:00",50,"2","Pre-drought",5,0.1887504278,0.00584159313659533,0.00261243987006468,0.00725329588986463
"1/2/15 23:00",50,"3","Pre-drought",5,0.180616358,0.00842021388646087,0.00376563412704284,0.0104550764399939
"1/2/15 23:00",50,"4","Pre-drought",5,0.1739188256,0.0112367130769779,0.00502521085675668,0.0139522220858289
"1/2/15 23:00",50,"5","Pre-drought",5,0.1724847238,0.0146037015948223,0.00653097389782894,0.0181328905108017
"1/2/15 23:00",50,"6","Pre-drought",5,0.145753444,0.0211621650243872,0.00946400790911965,0.0262762984348285
"1/2/15 23:00",50,"7","Pre-drought",5,0.026118437,0.0346825328653383,0.0155105002237534,0.0430640524254094
"1/2/16 0:00",NA,"1","Post-drought",5,0.1799523136,0.0090094800196971,0.00402916195319377,0.011186746982994
"1/2/16 0:00",NA,"2","Post-drought",5,0.1846145922,0.00685992685652531,0.00306785255437341,0.00851772420805859
"1/2/16 0:00",NA,"3","Post-drought",5,0.18292654,0.00979326838396672,0.00437968276568982,0.0121599487771186
"1/2/16 0:00",NA,"4","Post-drought",5,0.1796370496,0.00367200398832345,0.00164217010630831,0.00455939515356186
"1/2/16 0:00",NA,"5","Post-drought",5,0.1744425502,0.0111788209202092,0.00499932069717688,0.0138803394789908
"1/2/16 0:00",NA,"6","Post-drought",5,0.1537198644,0.0168726391461086,0.00754567361810456,0.0209501485824065
"1/2/16 0:00",NA,"7","Post-drought",5,0.023074622,0.0668743610090075,0.0299071234336004,0.0830354864677661
"1/20/15 23:00",62,"1","Pre-drought",5,0.1861718868,0.00898073176052529,0.00401630534084518,0.0111510513045694
"1/20/15 23:00",62,"2","Pre-drought",5,0.1823994248,0.00507865047370812,0.00227124153863457,0.00630597745266386
"1/20/15 23:00",62,"3","Pre-drought",5,0.1755738182,0.00700680706419976,0.00313353938015528,0.00870010007397666
"1/20/15 23:00",62,"4","Pre-drought",5,0.1695347738,0.00844132387459583,0.00377507480073764,0.0104812879522636
"1/20/15 23:00",62,"5","Pre-drought",5,0.163160886,0.018362485515122,0.00821195316953359,0.0228000371816651
"1/20/15 23:00",62,"6","Pre-drought",5,0.1284785062,0.0151496182813212,0.00677511526204155,0.0188107356064461
"1/20/15 23:00",62,"7","Pre-drought",5,0.0478076466,0.0109688000923999,0.00490539652764241,0.013619564178227
"1/20/16 0:00",NA,"1","Post-drought",5,0.1826635792,0.0076731339783483,0.00343152983521004,0.00952745421430911
"1/20/16 0:00",NA,"2","Post-drought",5,0.1864656256,0.00723103060624032,0.00323381519658697,0.00897851037367814
"1/20/16 0:00",NA,"3","Post-drought",5,0.1837099556,0.00945781860388036,0.00422966506342773,0.01174343286198
"1/20/16 0:00",NA,"4","Post-drought",5,0.181937662,0.00266496999700484,0.00119181081426004,0.0033089973015741
"1/20/16 0:00",NA,"5","Post-drought",5,0.1781523482,0.0090846821779703,0.00406279338078449,0.0112801227955091
"1/20/16 0:00",NA,"6","Post-drought",5,0.1620644192,0.0119728484796878,0.00535442061697739,0.014866254913177
"1/20/16 0:00",NA,"7","Post-drought",5,0.0476639316,0.0793448751641106,0.0354841069066372,0.0985196749332481
"1/21/15 23:00",63,"1","Pre-drought",5,0.1873949026,0.00873392399072956,0.00390592955071751,0.010844598982337
"1/21/15 23:00",63,"2","Pre-drought",5,0.182498293,0.00487435301302573,0.00217987693669129,0.00605230865081009
"1/21/15 23:00",63,"3","Pre-drought",5,0.1760898204,0.00704891506867612,0.00315237065223648,0.00875238406717115
"1/21/15 23:00",63,"4","Pre-drought",5,0.1707630828,0.0075351022365474,0.00336980016366614,0.00935606516990557
"1/21/15 23:00",63,"5","Pre-drought",5,0.1622631156,0.0174576506183366,0.00780729870200835,0.0216765362660082
"1/21/15 23:00",63,"6","Pre-drought",5,0.1302803274,0.0163331394558447,0.00730440202185055,0.0202802712399638
"1/21/15 23:00",63,"7","Pre-drought",5,0.0398792978,0.00934419961768758,0.00417885310809539,0.011602356257312
"1/21/16 0:00",NA,"1","Post-drought",5,0.1829600654,0.00761179004397286,0.00340409599375589,0.00945128565948695
"1/21/16 0:00",NA,"2","Post-drought",5,0.1864394932,0.0071464388705582,0.00319598462232299,0.00887347586093609
"1/21/16 0:00",NA,"3","Post-drought",5,0.183500224,0.00921539069687935,0.00412124800748828,0.011442418857697
"1/21/16 0:00",NA,"4","Post-drought",5,0.1813758284,0.00281603966134629,0.00125937122202116,0.00349657506500761
"1/21/16 0:00",NA,"5","Post-drought",5,0.1776790376,0.00930398991844253,0.00416087078392204,0.0115524293213809
"1/21/16 0:00",NA,"6","Post-drought",5,0.1615223446,0.012538974708903,0.00560759996345156,0.0155691934704324
"1/21/16 0:00",NA,"7","Post-drought",5,0.0489848638,0.0811792205729157,0.0363044511122978,0.100797315587632
"1/22/15 23:00",64,"1","Pre-drought",5,0.186857801,0.00873061702415136,0.00390445063030387,0.0108404928409936
"1/22/15 23:00",64,"2","Pre-drought",5,0.1829381574,0.00496509655084534,0.00222045868050799,0.00616498163479035
"1/22/15 23:00",64,"3","Pre-drought",5,0.174317634,0.00692961049840083,0.00309901602640409,0.00860424787743915
"1/22/15 23:00",64,"4","Pre-drought",5,0.1689591056,0.00778144515967547,0.00347996806804421,0.00966194030876597
"1/22/15 23:00",64,"5","Pre-drought",5,0.1577123316,0.0203860906912087,0.00911693691620366,0.0253126748753907
"1/22/15 23:00",64,"6","Pre-drought",5,0.1264659998,0.0156819053531442,0.00701316127726967,0.0194716573002381
"1/22/15 23:00",64,"7","Pre-drought",5,0.0377495248,0.00850889318421428,0.00380529271463755,0.0105651863314003
"1/22/16 0:00",NA,"1","Post-drought",5,0.1828454918,0.00748458860903542,0.00334720978268476,0.00929334421720527
"1/22/16 0:00",NA,"2","Post-drought",5,0.1865304136,0.00729211584243111,0.00326113334469582,0.00905435771227802
"1/22/16 0:00",NA,"3","Post-drought",5,0.1834441326,0.00928354263228242,0.00415172647956017,0.0115270406622949
"1/22/16 0:00",NA,"4","Post-drought",5,0.1812868396,0.00300507446561401,0.00134391015651235,0.00373129277587433
"1/22/16 0:00",NA,"5","Post-drought",5,0.1778845034,0.0095059859453691,0.00425120615340058,0.0118032405157958
"1/22/16 0:00",NA,"6","Post-drought",5,0.162146763,0.0135769998067907,0.00607181889969708,0.0168580718637114
"1/22/16 0:00",NA,"7","Post-drought",5,0.0502204948,0.0828027324670973,0.0370305077038317,0.102813171857293
"1/23/15 23:00",65,"1","Pre-drought",5,0.181853241,0.0123334971714759,0.00551570761514431,0.0153140594097696
"1/23/15 23:00",65,"2","Pre-drought",5,0.1781762324,0.00563765865436892,0.00252123759702178,0.00700007778529177
"1/23/15 23:00",65,"3","Pre-drought",5,0.16793007,0.00842443029466625,0.00376751976211646,0.0104603118022642
"1/23/15 23:00",65,"4","Pre-drought",5,0.165252602,0.0104101330645682,0.00465555303743855,0.012925887442785
"1/23/15 23:00",65,"5","Pre-drought",5,0.1464122394,0.0289638973329902,0.0129530486659782,0.035963428566044
"1/23/15 23:00",65,"6","Pre-drought",5,0.1132606878,0.0139563821587981,0.00624148384540754,0.0173291372717529
"1/23/15 23:00",65,"7","Pre-drought",5,0.031630586,0.00847558611696005,0.00379039734133523,0.0105238301451049
"1/23/16 0:00",NA,"1","Post-drought",5,0.1829122224,0.00752007428229993,0.00336307945821412,0.00933740550014984
"1/23/16 0:00",NA,"2","Post-drought",5,0.1863089138,0.00726557014829523,0.00324926174937627,0.00902139687956218
"1/23/16 0:00",NA,"3","Post-drought",5,0.1826258754,0.00921529120042244,0.00412120351132004,0.0114422953165285
"1/23/16 0:00",NA,"4","Post-drought",5,0.1805429554,0.00296747837812617,0.00132709667505019,0.00368461106756736
"1/23/16 0:00",NA,"5","Post-drought",5,0.176674169,0.009109861350909,0.00407405384924612,0.0113113868680516
"1/23/16 0:00",NA,"6","Post-drought",5,0.161148193,0.0146412371364466,0.00654776030235781,0.0181794970414898
"1/23/16 0:00",NA,"7","Post-drought",5,0.0496030252,0.0823908004358593,0.0368462860990401,0.102301690684397
"1/24/15 23:00",66,"1","Pre-drought",5,0.180658147,0.0119721873407799,0.00535412494666925,0.0148654340007972
"1/24/15 23:00",66,"2","Pre-drought",5,0.1779739404,0.00698057645800053,0.00312180869644478,0.00866753047460801
"1/24/15 23:00",66,"3","Pre-drought",5,0.167213936,0.00840068062022343,0.00375689858481694,0.0104308226865395
"1/24/15 23:00",66,"4","Pre-drought",5,0.1606720672,0.0111929543748177,0.00500564137022919,0.0138978884807484
"1/24/15 23:00",66,"5","Pre-drought",5,0.1517788892,0.0231659521483987,0.0103601287534654,0.0287643287667778
"1/24/15 23:00",66,"6","Pre-drought",5,0.107613073,0.0232752115344111,0.0104089910363261,0.0288999922128553
"1/24/15 23:00",66,"7","Pre-drought",5,0.0269533502,0.0112819310396826,0.00504543294443905,0.0140083676021915
"1/24/16 0:00",NA,"1","Post-drought",5,0.1822186598,0.00733292765821761,0.00327938494357258,0.00910503227464144
"1/24/16 0:00",NA,"2","Post-drought",5,0.1857627812,0.00747479341660061,0.00334282923945737,0.00928118187940348
"1/24/16 0:00",NA,"3","Post-drought",5,0.182043624,0.0093227153905554,0.00416924506963307,0.0115756800659528
"1/24/16 0:00",NA,"4","Post-drought",5,0.179584059,0.00303227390792521,0.00135607411690394,0.00376506534416337
"1/24/16 0:00",NA,"5","Post-drought",5,0.1764697804,0.00845054797193935,0.00377919994247587,0.0104927411818509
"1/24/16 0:00",NA,"6","Post-drought",5,0.1601367658,0.0145135981399573,0.0064906784078118,0.0180210122947821
"1/24/16 0:00",NA,"7","Post-drought",5,0.0474144922,0.080285887023908,0.0359049402038653,0.0996880954814413
"1/25/15 23:00",67,"1","Pre-drought",5,0.183852184,0.00992313084470421,0.0044377590236767,0.0123211943193345
"1/25/15 23:00",67,"2","Pre-drought",5,0.182201646,0.0074650863563483,0.0033384881101402,0.0092691289721598
"1/25/15 23:00",67,"3","Pre-drought",5,0.1725084208,0.00790356559471026,0.00353458198688014,0.00981357285639365
"1/25/15 23:00",67,"4","Pre-drought",5,0.1638913316,0.00965059702577695,0.00431587819461891,0.0119827988880796
"1/25/15 23:00",67,"5","Pre-drought",5,0.1570400102,0.019702615295936,0.008811277427248,0.0244640280834225
"1/25/15 23:00",67,"6","Pre-drought",5,0.1191306008,0.0175103630053023,0.00783087239811069,0.0217419873391629
"1/25/15 23:00",67,"7","Pre-drought",5,0.0328408736,0.0103706577346691,0.00463789913322083,0.0128768723468321
"1/25/16 0:00",NA,"1","Post-drought",5,0.182304162,0.00743192884261808,0.00332365961920707,0.00922795848109104
"1/25/16 0:00",NA,"2","Post-drought",5,0.186197945,0.00752410919348185,0.0033648839253513,0.00934241550410037
"1/25/16 0:00",NA,"3","Post-drought",5,0.182952288,0.0097274929905497,0.00435026711550437,0.012078277839145
"1/25/16 0:00",NA,"4","Post-drought",5,0.1806179634,0.00252859863885875,0.00113082368886032,0.00313966989577795
"1/25/16 0:00",NA,"5","Post-drought",5,0.177457466,0.00916196363277068,0.00409735469805123,0.0113760803956635
"1/25/16 0:00",NA,"6","Post-drought",5,0.158836844,0.013382632940096,0.00598489539439651,0.016616733522893
"1/25/16 0:00",NA,"7","Post-drought",5,0.04571097,0.0787219615333309,0.0352055314621303,0.0977462255039185
"1/26/15 23:00",68,"1","Pre-drought",5,0.1860433124,0.00891569255467452,0.0039872189237482,0.0110702944641927
"1/26/15 23:00",68,"2","Pre-drought",5,0.18357306,0.00698950249764173,0.0031258005427263,0.00867861361667703
"1/26/15 23:00",68,"3","Pre-drought",5,0.1748289358,0.00792387434723602,0.0035436643371173,0.00983878950325332
"1/26/15 23:00",68,"4","Pre-drought",5,0.1662090388,0.00875146368628395,0.00391377354103036,0.0108663773908464
"1/26/15 23:00",68,"5","Pre-drought",5,0.1601385214,0.0175642760149194,0.00785498302898579,0.0218089291822393
"1/26/15 23:00",68,"6","Pre-drought",5,0.1273483712,0.015534876242295,0.00694740785996364,0.0192890965466087
"1/26/15 23:00",68,"7","Pre-drought",5,0.0426351498,0.00959991369440732,0.00429321191976518,0.0119198672202089
"1/26/16 0:00",NA,"1","Post-drought",5,0.1824676424,0.00738285434304631,0.00330171283580622,0.00916702444174291
"1/26/16 0:00",NA,"2","Post-drought",5,0.1872000116,0.00830628068633028,0.00371468165096562,0.0103136096871916
"1/26/16 0:00",NA,"3","Post-drought",5,0.1834621946,0.0102650167908783,0.00459065506691614,0.0127457017901908
"1/26/16 0:00",NA,"4","Post-drought",5,0.1804283404,0.00233630362425762,0.00104482674398383,0.00290090409911366
"1/26/16 0:00",NA,"5","Post-drought",5,0.1779189364,0.0114821401817769,0.00513496919472698,0.0142569600860412
"1/26/16 0:00",NA,"6","Post-drought",5,0.1566689028,0.0138685481424309,0.00620220327914079,0.0172200769358121
"1/26/16 0:00",NA,"7","Post-drought",5,0.0431648652,0.075695226728384,0.0338519345073851,0.0939880378645057
"1/27/15 23:00",69,"1","Pre-drought",5,0.1866450764,0.00879389088556774,0.00393274756136906,0.0109190577167417
"1/27/15 23:00",69,"2","Pre-drought",5,0.1850473776,0.00674686019020302,0.00301728760399622,0.00837733339908929
"1/27/15 23:00",69,"3","Pre-drought",5,0.1774959846,0.00839143035167469,0.00375276173895992,0.0104193369611088
"1/27/15 23:00",69,"4","Pre-drought",5,0.1682392416,0.00873317538351414,0.00390559476339308,0.0108436694637089
"1/27/15 23:00",69,"5","Pre-drought",5,0.1639036744,0.0166097716089792,0.00742811568168469,0.0206237554252564
"1/27/15 23:00",69,"6","Pre-drought",5,0.1337138024,0.0149876934469445,0.0067027002746592,0.0186096793691854
"1/27/15 23:00",69,"7","Pre-drought",5,0.0500422962,0.0107834521773198,0.00482250642012105,0.01338942434493
"1/27/16 0:00",NA,"1","Post-drought",5,0.1819666064,0.00777230970147628,0.00347588256693641,0.00965059713921294
"1/27/16 0:00",NA,"2","Post-drought",5,0.1868182184,0.00763737429874805,0.00341553762032208,0.00948305270756217
"1/27/16 0:00",NA,"3","Post-drought",5,0.1831890644,0.0101188316347156,0.00452527907761988,0.0125641889447117
"1/27/16 0:00",NA,"4","Post-drought",5,0.1803349024,0.00269403566578726,0.00120480937650185,0.00334508709608495
"1/27/16 0:00",NA,"5","Post-drought",5,0.1771033864,0.0107876680869378,0.00482439183221961,0.0133946590881223
"1/27/16 0:00",NA,"6","Post-drought",5,0.1568123288,0.0136075466019315,0.00608547984178302,0.0168960007194983
